year,id,ballot,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,308,2,52,4,5,Lt High School,Other,Female,E. Nor. Central,$20000 to 22499,Catholic,Never Married,Lt High School,Lt High School,Strong Democrat,Liberal,Pretty Happy,1 Partner,Not Legal,Aries,1,0.4784967557452195,Gt $20000,Age 45-55,Age 49-62,5,4+,Catholic,Midwest,1,1
2016,309,1,NA,0,1,Bachelor,White,Male,E. Nor. Central,NA,Catholic,Never Married,Lt High School,Lt High School,Other Party,Slightly Liberal,Not Too Happy,NA,NA,NA,NA,0.4784967557452195,NA,NA,NA,1,0,Catholic,Midwest,NA,NA
2016,310,2,25,2,3,High School,Other,Female,E. Nor. Central,$10000 to 12499,Catholic,Never Married,Lt High School,Lt High School,Independent,Moderate,Pretty Happy,1 Partner,Not Legal,Sagittarius,NA,0.956993511490439,Gt $10000,Age 18-35,Age 18-34,3,2,Catholic,Midwest,1,NA
2016,311,2,NA,2,3,Graduate,White,Male,E. Nor. Central,$170000 or over,None,Married,High School,High School,"Ind,near Dem",Liberal,Pretty Happy,1 Partner,Legal,NA,1,0.956993511490439,Gt $170000,NA,NA,3,2,None,Midwest,1,1
2016,312,2,58,3,2,Bachelor,White,Male,E. Nor. Central,$170000 or over,None,Married,Bachelor,High School,Other Party,Moderate,Pretty Happy,1 Partner,Not Legal,Aquarius,NA,1.5643633629752385,Gt $170000,Age 55-65,Age 49-62,2,3,None,Midwest,1,NA
2016,313,3,60,2,6,High School,White,Male,E. Nor. Central,$90000 to $109999,Catholic,Widowed,High School,High School,Not Str Democrat,Slightly Liberal,Very Happy,1 Partner,Legal,Sagittarius,NA,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,6+,2,Catholic,Midwest,1,NA
2016,314,2,44,3,1,Bachelor,White,Male,E. Nor. Central,$90000 to $109999,Protestant,Married,Bachelor,High School,"Ind,near Dem",Moderate,Pretty Happy,1 Partner,Not Legal,Cancer,1,0.956993511490439,Gt $90000,Age 35-45,Age 34-49,1,3,Protestant,Midwest,1,1
2016,315,3,69,0,9,Bachelor,White,Male,E. Nor. Central,$60000 to 74999,Catholic,Divorced,Lt High School,Lt High School,Strong Democrat,Liberal,Pretty Happy,No Partners,Legal,Scorpio,1,0.4784967557452195,Gt $60000,Age 65+,Age 62+,6+,0,Catholic,Midwest,0,1
2016,316,2,66,4,2,High School,White,Male,E. Nor. Central,$130000 to $149999,Protestant,Married,High School,High School,"Ind,near Dem",Slightly Liberal,Very Happy,1 Partner,Legal,Scorpio,1,0.956993511490439,Gt $130000,Age 65+,Age 62+,2,4+,Protestant,Midwest,1,1
2016,317,1,43,4,2,High School,Black,Male,E. Nor. Central,$60000 to 74999,Protestant,Divorced,High School,High School,Strong Democrat,Moderate,Very Happy,NA,NA,Gemini,1,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,2,4+,Protestant,Midwest,NA,1
2016,318,2,37,2,0,High School,White,Male,E. Nor. Central,$22500 to 24999,Catholic,Married,NA,Bachelor,Strong Democrat,Slightly Liberal,Very Happy,1 Partner,Legal,Gemini,NA,0.956993511490439,Gt $20000,Age 35-45,Age 34-49,0,2,Catholic,Midwest,1,NA
2016,319,1,28,1,5,High School,Other,Male,E. Nor. Central,$40000 to 49999,Catholic,Never Married,NA,Lt High School,"Ind,near Dem",Moderate,Pretty Happy,NA,NA,Libra,1,0.956993511490439,Gt $40000,Age 18-35,Age 18-34,5,1,Catholic,Midwest,NA,1
2016,320,1,69,2,2,Bachelor,White,Female,E. Nor. Central,$130000 to $149999,Catholic,Married,High School,High School,Strong Democrat,Liberal,Pretty Happy,NA,NA,Pisces,1,1.4354902672356584,Gt $130000,Age 65+,Age 62+,2,2,Catholic,Midwest,NA,1
2016,321,3,27,4,12,Lt High School,Other,Female,E. Nor. Central,$3 000 to 3 999,Catholic,Never Married,NA,Lt High School,Independent,Extremely Liberal,Pretty Happy,1 Partner,Legal,Sagittarius,1,0.956993511490439,Gt $0,Age 18-35,Age 18-34,6+,4+,Catholic,Midwest,1,1
2016,322,2,60,0,1,Bachelor,White,Female,E. Nor. Central,$90000 to $109999,Protestant,Divorced,Bachelor,Lt High School,Not Str Republican,Conservative,Pretty Happy,3 Partners,Legal,Aquarius,2,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,1,0,Protestant,Midwest,3,0
2016,323,1,62,4,5,Junior College,Black,Female,E. Nor. Central,$40000 to 49999,Protestant,Married,NA,Lt High School,Not Str Democrat,Moderate,Pretty Happy,NA,NA,Sagittarius,1,0.4784967557452195,Gt $40000,Age 55-65,Age 49-62,5,4+,Protestant,Midwest,NA,1
2016,324,1,74,8,7,High School,Black,Male,E. Nor. Central,$17500 to 19999,Protestant,Divorced,Lt High School,Lt High School,Strong Democrat,Extremely Conservative,Not Too Happy,NA,NA,Cancer,1,0.4784967557452195,Gt $15000,Age 65+,Age 62+,6+,4+,Protestant,Midwest,NA,1
2016,325,3,32,4,3,High School,White,Female,E. Nor. Central,under $1 000,Catholic,Divorced,Lt High School,Lt High School,Independent,Slightly Conservative,Not Too Happy,2 Partners,Legal,Aries,NA,0.956993511490439,Gt $0,Age 18-35,Age 18-34,3,4+,Catholic,Midwest,2,NA
2016,326,1,68,4,6,High School,White,Female,E. Nor. Central,$40000 to 49999,Protestant,Married,Lt High School,High School,"Ind,near Rep",Moderate,Pretty Happy,NA,NA,Leo,NA,0.956993511490439,Gt $40000,Age 65+,Age 62+,6+,4+,Protestant,Midwest,NA,NA
2016,327,3,39,3,2,High School,White,Male,E. Nor. Central,$40000 to 49999,None,Never Married,Lt High School,Lt High School,Independent,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Scorpio,NA,0.956993511490439,Gt $40000,Age 35-45,Age 34-49,2,3,None,Midwest,1,NA
2016,328,1,21,0,10,High School,Other,Female,E. Nor. Central,$40000 to 49999,Catholic,Never Married,Lt High School,Lt High School,Not Str Democrat,Moderate,Very Happy,NA,NA,Gemini,NA,1.913987022980878,Gt $40000,Age 18-35,Age 18-34,6+,0,Catholic,Midwest,NA,NA
2016,329,1,52,3,3,Bachelor,White,Female,E. Nor. Central,$170000 or over,Catholic,Divorced,Graduate,Bachelor,Not Str Republican,Slightly Liberal,Very Happy,NA,NA,Taurus,2,0.4784967557452195,Gt $170000,Age 45-55,Age 49-62,3,3,Catholic,Midwest,NA,0
2016,330,1,46,2,1,Bachelor,White,Male,E. Nor. Central,$170000 or over,Catholic,Married,Bachelor,High School,Not Str Republican,Slightly Conservative,Pretty Happy,NA,NA,Taurus,2,0.956993511490439,Gt $170000,Age 45-55,Age 34-49,1,2,Catholic,Midwest,NA,0
2016,331,3,56,2,1,High School,White,Male,E. Nor. Central,$170000 or over,Protestant,Married,High School,Bachelor,Strong Republican,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Cancer,2,1.4354902672356584,Gt $170000,Age 55-65,Age 49-62,1,2,Protestant,Midwest,1,0
2016,332,2,60,2,6,Bachelor,White,Male,E. Nor. Central,$150000 to $169999,Catholic,Married,Bachelor,Bachelor,"Ind,near Rep",Slightly Conservative,Very Happy,1 Partner,NA,Sagittarius,2,0.956993511490439,Gt $150000,Age 55-65,Age 49-62,6+,2,Catholic,Midwest,1,0
2016,333,2,22,0,4,High School,White,Male,E. Nor. Central,$130000 to $149999,Catholic,Never Married,Bachelor,High School,Other Party,Slightly Conservative,Very Happy,4 Partners,Legal,Libra,NA,1.5643633629752385,Gt $130000,Age 18-35,Age 18-34,4,0,Catholic,Midwest,4+,NA
2016,334,1,42,4,4,High School,Other,Male,E. Nor. Central,$60000 to 74999,None,Married,High School,High School,Not Str Republican,NA,Very Happy,NA,NA,Virgo,2,1.4354902672356584,Gt $60000,Age 35-45,Age 34-49,4,4+,None,Midwest,NA,0
2016,335,3,35,3,13,High School,Other,Male,E. Nor. Central,$60000 to 74999,Catholic,Married,Lt High School,NA,Strong Democrat,Moderate,Not Too Happy,1 Partner,Not Legal,Sagittarius,NA,0.956993511490439,Gt $60000,Age 18-35,Age 34-49,6+,3,Catholic,Midwest,1,NA
2016,336,2,42,3,1,Bachelor,Other,Female,E. Nor. Central,$130000 to $149999,Protestant,Divorced,High School,Lt High School,Strong Democrat,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Leo,1,0.956993511490439,Gt $130000,Age 35-45,Age 34-49,1,3,Protestant,Midwest,1,1
2016,337,3,58,1,3,Bachelor,White,Male,E. Nor. Central,$150000 to $169999,Protestant,Married,Junior College,Junior College,Strong Republican,Conservative,Very Happy,1 Partner,Not Legal,Taurus,2,0.956993511490439,Gt $150000,Age 55-65,Age 49-62,3,1,Protestant,Midwest,1,0
2016,338,2,32,1,2,Bachelor,White,Female,E. Nor. Central,$75000 to $89999,Protestant,Married,Bachelor,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Legal,Taurus,1,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,2,1,Protestant,Midwest,1,1
2016,339,1,59,3,3,Bachelor,White,Female,E. Nor. Central,$170000 or over,Protestant,Married,Graduate,Bachelor,Not Str Republican,Conservative,Very Happy,NA,NA,Aries,2,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,3,3,Protestant,Midwest,NA,0
2016,340,2,20,0,7,High School,White,Male,E. Nor. Central,$35000 to 39999,Protestant,Never Married,High School,Bachelor,Not Str Republican,Moderate,Pretty Happy,1 Partner,Legal,Aries,NA,1.4354902672356584,Gt $35000,Age 18-35,Age 18-34,6+,0,Protestant,Midwest,1,NA
2016,341,3,44,2,2,Graduate,White,Male,E. Nor. Central,$90000 to $109999,Catholic,Married,Graduate,High School,Strong Democrat,Moderate,Very Happy,1 Partner,Legal,Libra,1,0.956993511490439,Gt $90000,Age 35-45,Age 34-49,2,2,Catholic,Midwest,1,1
2016,342,2,34,2,1,High School,White,Female,E. Nor. Central,$110000 to $129999,Protestant,Married,Graduate,High School,Not Str Democrat,Slightly Liberal,Pretty Happy,1 Partner,Legal,Cancer,1,0.956993511490439,Gt $110000,Age 18-35,Age 18-34,1,2,Protestant,Midwest,1,1
2016,343,3,62,1,2,Graduate,White,Female,E. Nor. Central,$170000 or over,Catholic,Married,High School,High School,Strong Republican,Conservative,Very Happy,1 Partner,Legal,Virgo,2,1.4354902672356584,Gt $170000,Age 55-65,Age 49-62,2,1,Catholic,Midwest,1,0
2016,344,2,59,0,3,Bachelor,White,Male,E. Nor. Central,$30000 to 34999,None,Never Married,Bachelor,Bachelor,Strong Democrat,Slightly Liberal,Pretty Happy,1 Partner,Legal,Capricorn,1,2.3465450444628577,Gt $30000,Age 55-65,Age 49-62,3,0,None,Midwest,1,1
2016,345,3,51,0,1,Bachelor,White,Female,E. Nor. Central,$40000 to 49999,None,Never Married,Lt High School,High School,Independent,Slightly Conservative,Pretty Happy,1 Partner,Not Legal,Virgo,NA,0.7821816814876192,Gt $40000,Age 45-55,Age 49-62,1,0,None,Midwest,1,NA
2016,346,2,37,0,1,Graduate,White,Male,E. Nor. Central,$25000 to 29999,None,Never Married,Bachelor,High School,"Ind,near Dem",Moderate,Pretty Happy,No Partners,Legal,Gemini,1,0.4784967557452195,Gt $25000,Age 35-45,Age 34-49,1,0,None,Midwest,0,1
2016,347,2,50,3,1,Graduate,White,Male,E. Nor. Central,NA,None,Divorced,NA,High School,Independent,Liberal,Pretty Happy,No Partners,Not Legal,Aquarius,1,0.7821816814876192,NA,Age 45-55,Age 49-62,1,3,None,Midwest,0,1
2016,348,1,40,2,3,High School,White,Female,E. Nor. Central,$50000 to 59999,Protestant,Divorced,High School,High School,"Ind,near Dem",Moderate,Not Too Happy,NA,NA,Scorpio,1,1.913987022980878,Gt $50000,Age 35-45,Age 34-49,3,2,Protestant,Midwest,NA,1
2016,349,2,53,1,2,High School,White,Male,E. Nor. Central,$30000 to 34999,Protestant,Never Married,Lt High School,High School,Independent,Moderate,Pretty Happy,11-20 Partners,NA,Cancer,NA,0.4784967557452195,Gt $30000,Age 45-55,Age 49-62,2,1,Protestant,Midwest,4+,NA
2016,350,1,52,2,1,High School,White,Male,E. Nor. Central,$50000 to 59999,Protestant,Divorced,High School,High School,Independent,Moderate,Pretty Happy,NA,NA,Taurus,NA,0.956993511490439,Gt $50000,Age 45-55,Age 49-62,1,2,Protestant,Midwest,NA,NA
2016,351,3,52,5,4,High School,White,Female,E. Nor. Central,$35000 to 39999,Catholic,Married,Bachelor,Bachelor,Strong Democrat,Slightly Liberal,Very Happy,No Partners,Legal,Scorpio,1,0.956993511490439,Gt $35000,Age 45-55,Age 49-62,4,4+,Catholic,Midwest,0,1
2016,352,1,36,1,1,Graduate,White,Female,E. Nor. Central,$170000 or over,None,Married,High School,High School,Not Str Democrat,Liberal,Very Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,1,1,None,Midwest,NA,NA
2016,353,2,46,2,3,High School,White,Female,E. Nor. Central,$110000 to $129999,Catholic,Married,Lt High School,NA,Not Str Democrat,Moderate,Pretty Happy,1 Partner,Not Legal,Capricorn,1,0.956993511490439,Gt $110000,Age 45-55,Age 34-49,3,2,Catholic,Midwest,1,1
2016,354,1,56,4,4,High School,White,Male,E. Nor. Central,$75000 to $89999,Catholic,Married,Lt High School,High School,Independent,Extremely Conservative,Pretty Happy,NA,NA,Libra,2,1.5643633629752385,Gt $75000,Age 55-65,Age 49-62,4,4+,Catholic,Midwest,NA,0
2016,355,3,64,1,1,High School,White,Female,E. Nor. Central,$60000 to 74999,None,Married,High School,High School,Not Str Democrat,Liberal,Very Happy,1 Partner,Legal,Aquarius,1,0.956993511490439,Gt $60000,Age 55-65,Age 62+,1,1,None,Midwest,1,1
2016,356,3,62,3,1,Graduate,Black,Female,South Atlantic,$110000 to $129999,Protestant,Married,NA,High School,Strong Democrat,Moderate,Pretty Happy,No Partners,Legal,Pisces,1,1.4354902672356584,Gt $110000,Age 55-65,Age 49-62,1,3,Protestant,South,0,1
2016,357,3,35,2,4,Bachelor,Other,Female,South Atlantic,$75000 to $89999,Protestant,Married,Lt High School,Lt High School,Strong Democrat,Slightly Conservative,Pretty Happy,1 Partner,Legal,Sagittarius,1,0.956993511490439,Gt $75000,Age 18-35,Age 34-49,4,2,Protestant,South,1,1
2016,358,2,60,0,2,Junior College,White,Male,South Atlantic,$75000 to $89999,None,Never Married,High School,High School,"Ind,near Dem",Moderate,Pretty Happy,1 Partner,Legal,Capricorn,1,1.5643633629752385,Gt $75000,Age 55-65,Age 49-62,2,0,None,South,1,1
2016,359,3,36,2,3,Junior College,Black,Female,South Atlantic,$60000 to 74999,None,Separated,NA,High School,Strong Democrat,Moderate,Pretty Happy,1 Partner,Not Legal,Aries,1,0.4784967557452195,Gt $60000,Age 35-45,Age 34-49,3,2,None,South,1,1
2016,360,1,62,2,2,High School,White,Female,South Atlantic,$170000 or over,Catholic,Widowed,High School,Bachelor,Strong Republican,Slightly Conservative,Very Happy,NA,NA,Gemini,2,0.4784967557452195,Gt $170000,Age 55-65,Age 49-62,2,2,Catholic,South,NA,0
2016,361,3,30,1,1,High School,White,Male,South Atlantic,$110000 to $129999,None,Married,High School,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Legal,Libra,2,0.956993511490439,Gt $110000,Age 18-35,Age 18-34,1,1,None,South,1,0
2016,362,2,27,1,9,High School,White,Male,South Atlantic,$50000 to 59999,Protestant,Never Married,Junior College,Bachelor,Other Party,Moderate,Pretty Happy,1 Partner,Legal,Capricorn,NA,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,6+,1,Protestant,South,1,NA
2016,363,1,79,4,1,Graduate,White,Male,South Atlantic,$130000 to $149999,Protestant,Married,Bachelor,Bachelor,Strong Democrat,NA,Pretty Happy,NA,NA,Taurus,1,0.956993511490439,Gt $130000,Age 65+,Age 62+,1,4+,Protestant,South,NA,1
2016,364,3,60,3,0,High School,White,Female,South Atlantic,$130000 to $149999,Catholic,Married,Lt High School,Lt High School,Not Str Democrat,Moderate,Pretty Happy,1 Partner,Legal,Capricorn,1,2.3465450444628577,Gt $130000,Age 55-65,Age 49-62,0,3,Catholic,South,1,1
2016,365,1,51,5,5,Graduate,White,Male,South Atlantic,$170000 or over,Catholic,Married,High School,Bachelor,Not Str Democrat,Moderate,Very Happy,NA,NA,Leo,1,1.4354902672356584,Gt $170000,Age 45-55,Age 49-62,5,4+,Catholic,South,NA,1
2016,366,2,42,1,3,High School,White,Female,South Atlantic,$60000 to 74999,None,Divorced,Lt High School,High School,"Ind,near Rep",Conservative,Not Too Happy,1 Partner,Not Legal,Aries,NA,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,3,1,None,South,1,NA
2016,367,1,59,1,2,Lt High School,White,Male,South Atlantic,$90000 to $109999,Protestant,Married,Lt High School,Lt High School,Not Str Democrat,Slightly Liberal,Pretty Happy,NA,NA,Virgo,NA,1.4354902672356584,Gt $90000,Age 55-65,Age 49-62,2,1,Protestant,South,NA,NA
2016,368,2,49,0,2,High School,White,Male,South Atlantic,$22500 to 24999,None,Married,Graduate,Bachelor,"Ind,near Dem",Liberal,Pretty Happy,No Partners,Legal,Sagittarius,1,1.5643633629752385,Gt $20000,Age 45-55,Age 34-49,2,0,None,South,0,1
2016,369,1,53,2,3,High School,White,Female,South Atlantic,NA,Protestant,Married,High School,High School,Strong Republican,Conservative,Very Happy,NA,NA,Leo,2,0.956993511490439,NA,Age 45-55,Age 49-62,3,2,Protestant,South,NA,0
2016,370,3,47,2,1,High School,White,Male,South Atlantic,$25000 to 29999,None,Married,Bachelor,High School,Not Str Republican,Slightly Conservative,Very Happy,1 Partner,Legal,Aquarius,2,1.4354902672356584,Gt $25000,Age 45-55,Age 34-49,1,2,None,South,1,0
2016,371,3,41,3,3,Graduate,Other,Female,South Atlantic,$170000 or over,Moslem/Islam,Married,Bachelor,Bachelor,Independent,Moderate,Very Happy,1 Partner,Not Legal,Scorpio,1,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,3,3,Other,South,1,1
2016,372,2,47,1,1,Graduate,White,Female,South Atlantic,$170000 or over,Catholic,Married,Bachelor,High School,Independent,Conservative,Very Happy,1 Partner,Not Legal,Taurus,NA,1.5643633629752385,Gt $170000,Age 45-55,Age 34-49,1,1,Catholic,South,1,NA
2016,373,3,64,0,2,High School,White,Male,South Atlantic,NA,Protestant,Married,Bachelor,High School,Independent,NA,Very Happy,1 Partner,Not Legal,Gemini,NA,0.956993511490439,NA,Age 55-65,Age 62+,2,0,Protestant,South,1,NA
2016,374,1,80,2,5,Graduate,Other,Female,South Atlantic,$75000 to $89999,Hinduism,Married,High School,Lt High School,Strong Democrat,Liberal,Pretty Happy,NA,NA,Capricorn,1,1.5643633629752385,Gt $75000,Age 65+,Age 62+,5,2,Other,South,NA,1
2016,375,2,61,4,3,High School,White,Female,South Atlantic,NA,NA,Married,High School,High School,Independent,NA,Pretty Happy,1 Partner,Legal,NA,NA,3.128726725950477,NA,Age 55-65,Age 49-62,3,4+,NA,South,1,NA
2016,376,2,34,0,3,Graduate,White,Female,South Atlantic,$60000 to 74999,Protestant,Married,Bachelor,Bachelor,Not Str Republican,Moderate,Pretty Happy,1 Partner,Legal,Virgo,2,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,3,0,Protestant,South,1,0
2016,377,2,31,4,2,High School,Black,Male,South Atlantic,$50000 to 59999,None,Never Married,High School,High School,Independent,Moderate,Very Happy,5-10 Partners,Not Legal,Cancer,1,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,2,4+,None,South,4+,1
2016,378,1,29,0,2,Bachelor,White,Female,South Atlantic,$50000 to 59999,Other,Married,Graduate,Graduate,"Ind,near Rep",Moderate,Not Too Happy,NA,NA,Taurus,NA,1.5643633629752385,Gt $50000,Age 18-35,Age 18-34,2,0,Other,South,NA,NA
2016,379,3,NA,7,2,High School,White,Male,South Atlantic,$170000 or over,Jewish,Married,NA,High School,"Ind,near Rep",Moderate,Pretty Happy,1 Partner,Legal,Pisces,NA,0.7821816814876192,Gt $170000,NA,NA,2,4+,Jewish,South,1,NA
2016,380,2,68,3,2,Graduate,Black,Female,South Atlantic,$130000 to $149999,Protestant,Married,High School,Lt High School,Strong Democrat,Liberal,Pretty Happy,1 Partner,Legal,Pisces,1,0.956993511490439,Gt $130000,Age 65+,Age 62+,2,3,Protestant,South,1,1
2016,381,2,89,1,1,Graduate,White,Male,South Atlantic,$60000 to 74999,Jewish,Married,NA,High School,Not Str Democrat,Moderate,Pretty Happy,No Partners,Legal,Leo,1,0.956993511490439,Gt $60000,Age 65+,Age 62+,1,1,Jewish,South,0,1
2016,382,2,76,3,1,Graduate,White,Female,South Atlantic,$170000 or over,Jewish,Married,Lt High School,Bachelor,Strong Democrat,Moderate,Very Happy,1 Partner,Legal,Pisces,1,0.956993511490439,Gt $170000,Age 65+,Age 62+,1,3,Jewish,South,1,1
2016,383,1,64,3,3,High School,White,Male,South Atlantic,$12500 to 14999,Jewish,Divorced,Lt High School,Lt High School,Not Str Democrat,Slightly Liberal,Pretty Happy,NA,NA,Aries,1,0.7821816814876192,Gt $10000,Age 55-65,Age 62+,3,3,Jewish,South,NA,1
2016,384,3,40,2,4,High School,Black,Female,South Atlantic,$60000 to 74999,Protestant,Never Married,Lt High School,Junior College,Strong Democrat,Slightly Liberal,Pretty Happy,1 Partner,Legal,Sagittarius,1,0.956993511490439,Gt $60000,Age 35-45,Age 34-49,4,2,Protestant,South,1,1
2016,385,2,27,0,4,Bachelor,Black,Female,South Atlantic,$170000 or over,Christian,Never Married,Graduate,Graduate,"Ind,near Dem",Slightly Conservative,Pretty Happy,No Partners,Not Legal,Aquarius,1,1.4354902672356584,Gt $170000,Age 18-35,Age 18-34,4,0,Other,South,0,1
2016,386,1,56,1,6,Bachelor,Black,Female,South Atlantic,$90000 to $109999,Protestant,Married,High School,High School,Not Str Democrat,Slightly Liberal,Pretty Happy,NA,NA,Leo,NA,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,6+,1,Protestant,South,NA,NA
2016,387,3,71,2,4,Bachelor,Black,Female,South Atlantic,NA,Protestant,Married,High School,High School,Strong Democrat,Moderate,Pretty Happy,1 Partner,NA,Scorpio,1,1.5643633629752385,NA,Age 65+,Age 62+,4,2,Protestant,South,1,1
2016,388,2,29,0,4,Bachelor,Black,Female,South Atlantic,$35000 to 39999,Protestant,Never Married,Bachelor,Bachelor,"Ind,near Dem",Liberal,Pretty Happy,No Partners,Not Legal,Taurus,NA,0.4784967557452195,Gt $35000,Age 18-35,Age 18-34,4,0,Protestant,South,0,NA
2016,389,3,74,2,2,Bachelor,White,Female,South Atlantic,$90000 to $109999,None,Married,High School,Junior College,Strong Democrat,Extremely Liberal,Very Happy,1 Partner,Legal,Pisces,1,0.956993511490439,Gt $90000,Age 65+,Age 62+,2,2,None,South,1,1
2016,390,2,30,0,2,Bachelor,Black,Female,South Atlantic,NA,None,Never Married,Graduate,Graduate,Independent,Slightly Liberal,Pretty Happy,NA,Legal,Virgo,NA,0.4784967557452195,NA,Age 18-35,Age 18-34,2,0,None,South,NA,NA
